id,kind,area,surface,capability,handler,events,exposure,sdk,mcp,consumers,fixtures,platforms,status,nextGate,source,reason
"dom:#btn-ref-import","dom","media-import-export","ref-pop > button#btn-ref-import","Reference…","src/js/reference-bridge.js:439 init()","click","UI (contextual)","none","none (R14)","native@1 animation@3","mesh | media | export","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:716",""
"dom:#btn-ref-remove","dom","media-import-export","ref-pop > button#btn-ref-remove","Remove","src/js/reference-bridge.js:452 init()","click","UI (contextual)","none","none (R14)","native@3 render@3","mesh | media | export","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:717",""
"dom:#btn-resetv","dom","timeline-layers-frames","canvas-sec > button#btn-resetv","Reset View — restore zoom/pan/rotation to default","src/js/timeline.js:11083","click","UI","none","none (R14)","","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:821",""
"dom:#btn-revision-accept","dom","timeline-layers-frames","revision-sec > button#btn-revision-accept","Accept","src/js/timeline.js:2946 updateRevisionPanel()","click","UI (contextual)","none","none (R14)","persist@1 history@1 render@1 selection@2 animation@2 native@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:491",""
"dom:#btn-revision-reject","dom","timeline-layers-frames","revision-sec > button#btn-revision-reject","Reject","src/js/timeline.js:2952 updateRevisionPanel()","click","UI (contextual)","none","none (R14)","persist@1 history@1 render@1 selection@2 animation@2 native@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:492",""
"dom:#btn-revision-view","dom","timeline-layers-frames","tl-toolbar > button#btn-revision-view","All","src/js/timeline.js:11253","click","UI","none","none (R14)","render@1 animation@3 native@3 selection@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:2170",""
"dom:#btn-rig-auto-assign","dom","animation-rigs-expressions","rig-assign-row > button#btn-rig-auto-assign","Auto-assign","src/js/timeline.js:11548","click","UI (contextual)","none","none (R14)","history@1 render@1 animation@2 persist@3 native@3 selection@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:1575",""
"dom:#btn-rig-commit","dom","animation-rigs-expressions","rig-opts-sec > button#btn-rig-commit","Commit pose","src/js/timeline.js:11577","click","UI (contextual)","none","none (R14)","persist@2 history@2 render@2 selection@3 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:1590",""
"dom:#btn-rig-mode-assign","dom","animation-rigs-expressions","rig-opts-sec > button#btn-rig-mode-assign","2. Auto-assign shapes to bones (by proximity, Shapper-style)","src/js/timeline.js:11542","click","UI (contextual)","none","none (R14)","render@1 animation@3 native@3 selection@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:1564",""
"dom:#btn-rig-mode-draw","dom","animation-rigs-expressions","rig-opts-sec > button#btn-rig-mode-draw","1. Draw new bones","src/js/timeline.js:11542","click","UI (contextual)","none","none (R14)","render@1 animation@3 native@3 selection@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:1563",""
"dom:#btn-rig-mode-move","dom","animation-rigs-expressions","rig-opts-sec > button#btn-rig-mode-move","3. Move / pose the bones already drawn","src/js/timeline.js:11542","click","UI (contextual)","none","none (R14)","render@1 animation@3 native@3 selection@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:1565",""
"dom:#btn-rig-reset","dom","animation-rigs-expressions","rig-opts-sec > button#btn-rig-reset","Reset","src/js/timeline.js:11581","click","UI (contextual)","none","none (R14)","history@1 render@1 persist@3 animation@3 native@3 selection@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:1591",""
"dom:#btn-rulers","dom","timeline-layers-frames","canvas-sec > button#btn-rulers","Rulers — drag out from the top/left bar to place a guide; drag a guide back onto its bar to remove it","src/js/timeline.js:10837","click","UI","none","none (R14)","","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:824",""
"dom:#btn-safety","dom","timeline-layers-frames","canvas-sec > button#btn-safety","Broadcast-safe overlay guides: 90% action-safe / 80% title-safe margins, standard TV/film safe areas","src/js/timeline.js:10833","click","UI","none","none (R14)","render@2","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:823",""
"dom:#btn-save","dom","project-lifecycle-integrations","legacy-project-actions > button#btn-save","save","src/js/project.js:724 initStartScreen()","click","UI (contextual)","none","none (R14)","persist@1 native@1 animation@3 render@3","media | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:1612",""
"dom:#btn-saveas","dom","project-lifecycle-integrations","legacy-project-actions > button#btn-saveas","saveas","src/js/project.js:725 initStartScreen()","click","UI (contextual)","none","none (R14)","persist@1 native@1 render@2 animation@3","media | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:1613",""
"dom:#btn-settings","dom","preferences-workspace","legacy-project-actions > button#btn-settings","settings","src/js/timeline.js:9028 initSettingsModal()","click","UI (contextual)","none","none (R14)","render@3 native@3 animation@3","","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:1618",""
"dom:#btn-shadow-guides","dom","timeline-layers-frames","tl-toolbar > button#btn-shadow-guides","Show/hide Shadow Brush guide lines across all layers and components","src/js/timeline.js:11247","click","UI","none","none (R14)","render@2","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:2169",""
"dom:#btn-shy","dom","timeline-layers-frames","tl-toolbar > button#btn-shy","Hide “shy” layers (right-click a layer to mark it)","src/js/timeline.js:9113 bindShy()","click","UI","none","none (R14)","render@2 history@3 animation@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:2183",""
"dom:#btn-sp-size-lock","dom","drawing-selection","sel-props-sec > button[button]#btn-sp-size-lock","Link width/height (keep proportions)","src/js/timeline.js:10705","click","UI (contextual)","none","none (R14)","","static-props | masks-alpha | text | interaction","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:449",""
"dom:#btn-text-animate","dom","drawing-selection","p-textanim-add-row > button#btn-text-animate","Animate text…","src/js/timeline.js:8710 updateTextActionsPanel()","click","UI (contextual)","none","none (R14)","history@2 render@2 selection@3 native@3 animation@3","static-props | masks-alpha | text | interaction","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:1130",""
"dom:#btn-text-split-chars","dom","drawing-selection","text-split-row > button#btn-text-split-chars","Split by character","src/js/timeline.js:8705 updateTextActionsPanel()","click","UI (contextual)","none","none (R14)","persist@2 history@2 render@2 selection@3 animation@3","static-props | masks-alpha | text | interaction","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:1122",""
"dom:#btn-toolbar-customize","dom","timeline-layers-frames","tl-toolbar > button#btn-toolbar-customize","Personnaliser les boutons visibles de la barre","src/js/timeline.js:11191 initToolbarCustomization()","click","UI","none","none (R14)","","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:2189",""
"dom:#btn-toolpreset-save","dom","drawing-selection","p-toolpreset-row > button#btn-toolpreset-save","Save current settings as a preset","src/js/brush-tool-presets.js:127","click","UI","none","none (R14)","animation@2","static-props | masks-alpha | text | interaction","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:1154",""
"dom:#btn-track-apply","dom","animation-rigs-expressions","track-apply-row > button#btn-track-apply","Apply","src/js/tracker-panel.js:162 wire()","click","UI (contextual)","none","none (R14)","persist@2 history@2 animation@2 render@2 selection@3 native@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/index.html:1401",""
